entidadFederativa,grupoQuincenalEdad,total,Hombres,Mujeres,Anio
Baja California Sur,15 a 19 años,46700,24156,22544,2005
Baja California Sur,20 a 24 años,46222,23777,22445,2005
Baja California Sur,25 a 29 años,45939,23376,22563,2005
Baja California Sur,30 a 34 años,43628,22203,21425,2005
Baja California Sur,35 a 39 años,38197,19506,18691,2005
Baja California Sur,40 a 44 años,31526,15928,15598,2005
Baja California Sur,45 a 49 años,25121,12756,12365,2005
Baja California Sur,50 a 54 años,19430,10087,9343,2005
Baja California Sur,55 a 59 años,13781,7152,6629,2005
Baja California Sur,60 a 64 años,10783,5510,5273,2005
Baja California Sur,65 a 69 años,7544,3848,3696,2005
Baja California Sur,70 a 74 años,5254,2626,2628,2005
Baja California Sur,75 a 79 años,3488,1706,1782,2005
Baja California Sur,80 a 84 años,2154,992,1162,2005
Baja California Sur,85 a 89 años,1168,483,685,2005
Baja California Sur,90 a 94 años,440,160,280,2005
Baja California Sur,95 a 99 años,177,76,101,2005
Baja California Sur,100 años y más,45,18,27,2005
Baja California Sur,No especificado,24234,12216,12018,2005
Campeche,0 a 4 años,73461,37327,36134,2005
Campeche,5 a 9 años,79199,40040,39159,2005
Campeche,10 a 14 años,83597,42346,41251,2005
Campeche,15 a 19 años,77485,38458,39027,2005
Campeche,20 a 24 años,70006,33347,36659,2005
Campeche,25 a 29 años,62455,29579,32876,2005
Campeche,30 a 34 años,59665,28481,31184,2005
Campeche,35 a 39 años,52899,25770,27129,2005
Campeche,40 a 44 años,43896,21696,22200,2005
Campeche,45 a 49 años,36152,17881,18271,2005
Campeche,50 a 54 años,29746,14818,14928,2005
Campeche,55 a 59 años,21475,10823,10652,2005
Campeche,60 a 64 años,17979,9081,8898,2005
Campeche,65 a 69 años,12827,6339,6488,2005
Campeche,70 a 74 años,9830,5097,4733,2005
Campeche,75 a 79 años,7153,3780,3373,2005
Campeche,80 a 84 años,4407,2250,2157,2005
Campeche,85 a 89 años,2579,1333,1246,2005
Campeche,90 a 94 años,890,451,439,2005
Campeche,95 a 99 años,405,234,171,2005
Campeche,100 años y más,140,73,67,2005
Campeche,No especificado,8484,4253,4231,2005
Coahuila de Zaragoza,0 a 4 años,249590,126956,122634,2005
Coahuila de Zaragoza,5 a 9 años,257277,130816,126461,2005
Coahuila de Zaragoza,10 a 14 años,257591,130729,126862,2005
Coahuila de Zaragoza,15 a 19 años,231405,116757,114648,2005
Coahuila de Zaragoza,20 a 24 años,214562,107233,107329,2005
Coahuila de Zaragoza,25 a 29 años,206859,101494,105365,2005
Coahuila de Zaragoza,30 a 34 años,205193,99340,105853,2005
Coahuila de Zaragoza,35 a 39 años,180228,87416,92812,2005
Coahuila de Zaragoza,40 a 44 años,152496,74035,78461,2005
Coahuila de Zaragoza,45 a 49 años,126257,61359,64898,2005
Coahuila de Zaragoza,50 a 54 años,100907,49273,51634,2005
Coahuila de Zaragoza,55 a 59 años,77889,38342,39547,2005
Coahuila de Zaragoza,60 a 64 años,64043,30923,33120,2005
Coahuila de Zaragoza,65 a 69 años,47679,22958,24721,2005
Coahuila de Zaragoza,70 a 74 años,34186,16539,17647,2005
Coahuila de Zaragoza,75 a 79 años,23529,11268,12261,2005
Coahuila de Zaragoza,80 a 84 años,13768,6248,7520,2005
Coahuila de Zaragoza,85 a 89 años,6882,3081,3801,2005
Coahuila de Zaragoza,90 a 94 años,2396,967,1429,2005
Coahuila de Zaragoza,95 a 99 años,1056,393,663,2005
Coahuila de Zaragoza,100 años y más,225,84,141,2005
Coahuila de Zaragoza,No especificado,41182,20669,20513,2005
Colima,0 a 4 años,51929,26388,25541,2005
Colima,5 a 9 años,53742,27734,26008,2005
Colima,10 a 14 años,56990,29280,27710,2005
Colima,15 a 19 años,56534,28076,28458,2005
Colima,20 a 24 años,50049,24135,25914,2005
Colima,25 a 29 años,44660,21164,23496,2005
Colima,30 a 34 años,44016,21077,22939,2005
Colima,35 a 39 años,39605,18850,20755,2005
Colima,40 a 44 años,34968,16970,17998,2005
Colima,45 a 49 años,28969,14171,14798,2005
Colima,50 a 54 años,23348,11439,11909,2005
Colima,55 a 59 años,17614,8732,8882,2005
Colima,60 a 64 años,14442,7075,7367,2005
Colima,65 a 69 años,10530,5110,5420,2005
Colima,70 a 74 años,7947,3836,4111,2005
Colima,75 a 79 años,5679,2765,2914,2005
Colima,80 a 84 años,3908,1821,2087,2005
Colima,85 a 89 años,2327,1060,1267,2005
Colima,90 a 94 años,946,435,511,2005
Colima,95 a 99 años,416,183,233,2005
Colima,100 años y más,121,61,60,2005
Colima,No especificado,19256,9643,9613,2005
Chiapas,0 a 4 años,490058,248713,241345,2005
Chiapas,5 a 9 años,512440,260077,252363,2005
Chiapas,10 a 14 años,537725,271971,265754,2005
Chiapas,15 a 19 años,471331,230408,240923,2005
Chiapas,20 a 24 años,383455,179238,204217,2005
Chiapas,25 a 29 años,324289,150453,173836,2005
Chiapas,30 a 34 años,283522,132962,150560,2005
Chiapas,35 a 39 años,257320,121598,135722,2005
Chiapas,40 a 44 años,210437,102657,107780,2005
Chiapas,45 a 49 años,176142,86422,89720,2005
Chiapas,50 a 54 años,139301,69845,69456,2005
Chiapas,55 a 59 años,103667,51992,51675,2005
Chiapas,60 a 64 años,98728,48847,49881,2005
Chiapas,65 a 69 años,63469,31538,31931,2005
Chiapas,70 a 74 años,46845,24124,22721,2005
Chiapas,75 a 79 años,31858,16440,15418,2005
Chiapas,80 a 84 años,19141,9728,9413,2005
Chiapas,85 a 89 años,10593,5355,5238,2005
Chiapas,90 a 94 años,4097,1993,2104,2005
Chiapas,95 a 99 años,2352,1175,1177,2005
Chiapas,100 años y más,1267,615,652,2005
Chiapas,No especificado,125422,62679,62743,2005
Chihuahua,0 a 4 años,320384,162947,157437,2005
Chihuahua,5 a 9 años,324350,164698,159652,2005
Chihuahua,10 a 14 años,322642,163733,158909,2005
Chihuahua,15 a 19 años,300186,151797,148389,2005
Chihuahua,20 a 24 años,267506,133526,133980,2005
Chihuahua,25 a 29 años,250016,123385,126631,2005
Chihuahua,30 a 34 años,257676,127117,130559,2005
Chihuahua,35 a 39 años,233533,114930,118603,2005
Chihuahua,40 a 44 años,193322,94501,98821,2005
Chihuahua,45 a 49 años,153968,74445,79523,2005
Chihuahua,50 a 54 años,119550,57774,61776,2005
Chihuahua,55 a 59 años,92987,44511,48476,2005
Chihuahua,60 a 64 años,80050,38234,41816,2005
Chihuahua,65 a 69 años,62659,30067,32592,2005
Chihuahua,70 a 74 años,45078,21842,23236,2005
Chihuahua,75 a 79 años,29983,14348,15635,2005
Chihuahua,80 a 84 años,17235,7908,9327,2005
Chihuahua,85 a 89 años,8045,3564,4481,2005
Chihuahua,90 a 94 años,2931,1158,1773,2005
Chihuahua,95 a 99 años,1078,400,678,2005
Chihuahua,100 años y más,224,90,134,2005
Chihuahua,No especificado,158041,79300,78741,2005
Ciudad de México,0 a 4 años,664092,338207,325885,2005
Ciudad de México,5 a 9 años,671579,341618,329961,2005
Ciudad de México,10 a 14 años,704950,357106,347844,2005
Ciudad de México,15 a 19 años,740280,368042,372238,2005
Ciudad de México,20 a 24 años,765641,373044,392597,2005
Ciudad de México,25 a 29 años,735441,353337,382104,2005
Ciudad de México,30 a 34 años,755600,359952,395648,2005
Ciudad de México,35 a 39 años,678990,319519,359471,2005
Ciudad de México,40 a 44 años,596540,278656,317884,2005
Ciudad de México,45 a 49 años,515878,237757,278121,2005
Ciudad de México,50 a 54 años,441077,202356,238721,2005
Ciudad de México,55 a 59 años,329553,150909,178644,2005
Ciudad de México,60 a 64 años,263228,117398,145830,2005
Ciudad de México,65 a 69 años,192699,83931,108768,2005
Ciudad de México,70 a 74 años,164150,67932,96218,2005
Ciudad de México,75 a 79 años,110512,44280,66232,2005
Ciudad de México,80 a 84 años,72725,27752,44973,2005
Ciudad de México,85 a 89 años,35912,12752,23160,2005
Ciudad de México,90 a 94 años,14084,4564,9520,2005
Ciudad de México,95 a 99 años,5176,1589,3587,2005
Ciudad de México,100 años y más,952,254,698,2005
Ciudad de México,No especificado,261857,130728,131129,2005
Durango,0 a 4 años,158588,80812,77776,2005
Durango,5 a 9 años,165488,84071,81417,2005
Durango,10 a 14 años,171314,86908,84406,2005
Durango,15 a 19 años,156434,77795,78639,2005
Durango,20 a 24 años,124920,59372,65548,2005
Durango,25 a 29 años,111556,52329,59227,2005
Durango,30 a 34 años,110058,51803,58255,2005
Durango,35 a 39 años,99365,46784,52581,2005
Durango,40 a 44 años,85571,40303,45268,2005
Durango,45 a 49 años,70558,33419,37139,2005
Durango,50 a 54 años,57570,27707,29863,2005
Durango,55 a 59 años,45386,21832,23554,2005
Durango,60 a 64 años,40026,19550,20476,2005
Durango,65 a 69 años,31835,15693,16142,2005
Durango,70 a 74 años,24425,12125,12300,2005
Durango,75 a 79 años,16824,8396,8428,2005
Durango,80 a 84 años,9837,4828,5009,2005
Durango,85 a 89 años,4700,2165,2535,2005
Durango,90 a 94 años,1784,813,971,2005
Durango,95 a 99 años,798,346,452,2005
Durango,100 años y más,243,104,139,2005
Durango,No especificado,21837,10940,10897,2005
Guanajuato,0 a 4 años,527480,267399,260081,2005
Guanajuato,5 a 9 años,551459,279081,272378,2005
Guanajuato,10 a 14 años,569357,286789,282568,2005
Guanajuato,15 a 19 años,504643,241953,262690,2005
Guanajuato,20 a 24 años,425409,188993,236416,2005
Guanajuato,25 a 29 años,377109,167451,209658,2005
Guanajuato,30 a 34 años,361384,163437,197947,2005
Guanajuato,35 a 39 años,321689,147170,174519,2005
Guanajuato,40 a 44 años,269592,124556,145036,2005
Guanajuato,45 a 49 años,219520,102288,117232,2005
Guanajuato,50 a 54 años,180011,84056,95955,2005
Guanajuato,55 a 59 años,135455,64147,71308,2005
Guanajuato,60 a 64 años,117552,54792,62760,2005
Guanajuato,65 a 69 años,87450,41027,46423,2005
Guanajuato,70 a 74 años,71388,33672,37716,2005
Guanajuato,75 a 79 años,51797,24481,27316,2005
Guanajuato,80 a 84 años,34405,15638,18767,2005
Guanajuato,85 a 89 años,17077,7610,9467,2005
Guanajuato,90 a 94 años,7351,3125,4226,2005
Guanajuato,95 a 99 años,3392,1396,1996,2005
Guanajuato,100 años y más,754,269,485,2005
Guanajuato,No especificado,59538,29806,29732,2005
Guerrero,0 a 4 años,345731,174968,170763,2005
Guerrero,5 a 9 años,377826,190749,187077,2005
Guerrero,10 a 14 años,396125,200491,195634,2005
Guerrero,15 a 19 años,332940,161667,171273,2005
Guerrero,20 a 24 años,252404,114723,137681,2005
Guerrero,25 a 29 años,212665,96552,116113,2005
Guerrero,30 a 34 años,198099,90739,107360,2005
Guerrero,35 a 39 años,181518,83257,98261,2005
Guerrero,40 a 44 años,158810,74032,84778,2005
Guerrero,45 a 49 años,135306,63531,71775,2005
Guerrero,50 a 54 años,112818,53978,58840,2005
Guerrero,55 a 59 años,89468,42807,46661,2005
Guerrero,60 a 64 años,80235,37731,42504,2005
Guerrero,65 a 69 años,66040,30398,35642,2005
Guerrero,70 a 74 años,50403,23852,26551,2005
Guerrero,75 a 79 años,34974,16891,18083,2005
Guerrero,80 a 84 años,21597,9992,11605,2005
Guerrero,85 a 89 años,11675,5335,6340,2005
Guerrero,90 a 94 años,4612,2040,2572,2005
Guerrero,95 a 99 años,2520,1130,1390,2005
Guerrero,100 años y más,1126,486,640,2005
Guerrero,No especificado,48310,24104,24206,2005
Hidalgo,0 a 4 años,237423,120784,116639,2005
Hidalgo,5 a 9 años,243185,123336,119849,2005
Hidalgo,10 a 14 años,270650,136955,133695,2005
Hidalgo,15 a 19 años,237675,115331,122344,2005
Hidalgo,20 a 24 años,196494,88134,108360,2005
Hidalgo,25 a 29 años,175226,78011,97215,2005
Hidalgo,30 a 34 años,173306,78284,95022,2005
Hidalgo,35 a 39 años,159174,73325,85849,2005
Hidalgo,40 a 44 años,135441,63506,71935,2005
Hidalgo,45 a 49 años,116547,55512,61035,2005
Hidalgo,50 a 54 años,93857,45771,48086,2005
Hidalgo,55 a 59 años,73161,35672,37489,2005
Hidalgo,60 a 64 años,65005,31058,33947,2005
Hidalgo,65 a 69 años,46738,22345,24393,2005
Hidalgo,70 a 74 años,35516,16901,18615,2005
Hidalgo,75 a 79 años,25653,12155,13498,2005
Hidalgo,80 a 84 años,16502,7413,9089,2005
Hidalgo,85 a 89 años,9117,3974,5143,2005
Hidalgo,90 a 94 años,3470,1381,2089,2005
Hidalgo,95 a 99 años,1703,628,1075,2005
Hidalgo,100 años y más,621,204,417,2005
Hidalgo,No especificado,29050,14508,14542,2005
Jalisco,0 a 4 años,674285,342642,331643,2005
Jalisco,5 a 9 años,688681,349996,338685,2005
Jalisco,10 a 14 años,697206,354242,342964,2005
Jalisco,15 a 19 años,669724,330944,338780,2005
Jalisco,20 a 24 años,601671,285876,315795,2005
Jalisco,25 a 29 años,523866,246599,277267,2005
Jalisco,30 a 34 años,509541,240566,268975,2005
Jalisco,35 a 39 años,448698,211444,237254,2005
Jalisco,40 a 44 años,379829,179031,200798,2005
Jalisco,45 a 49 años,318734,149555,169179,2005
Jalisco,50 a 54 años,267921,125979,141942,2005
Jalisco,55 a 59 años,208005,99191,108814,2005
Jalisco,60 a 64 años,172579,81797,90782,2005
Jalisco,65 a 69 años,126101,59336,66765,2005
Jalisco,70 a 74 años,96044,44817,51227,2005
Jalisco,75 a 79 años,69383,32186,37197,2005
Jalisco,80 a 84 años,48147,21475,26672,2005
Jalisco,85 a 89 años,27217,12006,15211,2005
Jalisco,90 a 94 años,11502,4926,6576,2005
Jalisco,95 a 99 años,4526,1778,2748,2005
Jalisco,100 años y más,1027,409,618,2005
Jalisco,No especificado,207426,104027,103399,2005
México,0 a 4 años,1373064,697889,675175,2005
México,5 a 9 años,1362065,691997,670068,2005
México,10 a 14 años,1410691,713138,697553,2005
México,15 a 19 años,1334112,663064,671048,2005
México,20 a 24 años,1250151,601037,649114,2005
México,25 a 29 años,1152407,546014,606393,2005
México,30 a 34 años,1147320,541872,605448,2005
México,35 a 39 años,1016457,483846,532611,2005
México,40 a 44 años,839324,402414,436910,2005
México,45 a 49 años,682173,325717,356456,2005
México,50 a 54 años,539308,259710,279598,2005
México,55 a 59 años,388919,187632,201287,2005
México,60 a 64 años,305945,145437,160508,2005
México,65 a 69 años,215924,100467,115457,2005
México,70 a 74 años,156324,71808,84516,2005
México,75 a 79 años,102977,46177,56800,2005
México,80 a 84 años,61530,26388,35142,2005
México,85 a 89 años,31282,12505,18777,2005
México,90 a 94 años,11029,3929,7100,2005
México,95 a 99 años,5264,1772,3492,2005
México,100 años y más,1334,376,958,2005
México,No especificado,619895,309633,310262,2005
Michoacán de Ocampo,0 a 4 años,400054,202915,197139,2005
Michoacán de Ocampo,5 a 9 años,426654,215699,210955,2005
Michoacán de Ocampo,10 a 14 años,462479,233342,229137,2005
Michoacán de Ocampo,15 a 19 años,423624,202977,220647,2005
Michoacán de Ocampo,20 a 24 años,332440,147596,184844,2005
Michoacán de Ocampo,25 a 29 años,284690,126561,158129,2005
Michoacán de Ocampo,30 a 34 años,273154,124017,149137,2005
Michoacán de Ocampo,35 a 39 años,247470,112596,134874,2005
Michoacán de Ocampo,40 a 44 años,216455,100356,116099,2005
Michoacán de Ocampo,45 a 49 años,182586,85391,97195,2005
Michoacán de Ocampo,50 a 54 años,153673,72818,80855,2005
Michoacán de Ocampo,55 a 59 años,120402,57263,63139,2005
Michoacán de Ocampo,60 a 64 años,104898,49077,55821,2005
Michoacán de Ocampo,65 a 69 años,84325,39858,44467,2005
Michoacán de Ocampo,70 a 74 años,69195,32843,36352,2005
Michoacán de Ocampo,75 a 79 años,50678,24637,26041,2005
Michoacán de Ocampo,80 a 84 años,33279,15582,17697,2005
Michoacán de Ocampo,85 a 89 años,17681,8382,9299,2005
Michoacán de Ocampo,90 a 94 años,7330,3314,4016,2005
Michoacán de Ocampo,95 a 99 años,3683,1616,2067,2005
Michoacán de Ocampo,100 años y más,1046,427,619,2005
Michoacán de Ocampo,No especificado,70277,35110,35167,2005
Morelos,0 a 4 años,150281,76612,73669,2005
Morelos,5 a 9 años,157253,79931,77322,2005
Morelos,10 a 14 años,168541,85250,83291,2005
Morelos,15 a 19 años,155301,76688,78613,2005
Morelos,20 a 24 años,134191,62002,72189,2005
Morelos,25 a 29 años,119236,54001,65235,2005
Morelos,30 a 34 años,118659,54302,64357,2005
Morelos,35 a 39 años,108333,49588,58745,2005
Morelos,40 a 44 años,94307,44081,50226,2005
Morelos,45 a 49 años,81012,37708,43304,2005
Morelos,50 a 54 años,67341,32058,35283,2005
Morelos,55 a 59 años,51112,24477,26635,2005
Morelos,60 a 64 años,43128,20379,22749,2005
Morelos,65 a 69 años,33653,15527,18126,2005
Morelos,70 a 74 años,26836,12445,14391,2005
Morelos,75 a 79 años,19198,9080,10118,2005
Morelos,80 a 84 años,11620,5406,6214,2005
Morelos,85 a 89 años,5851,2574,3277,2005
Morelos,90 a 94 años,2162,909,1253,2005
Morelos,95 a 99 años,1104,452,652,2005
Morelos,100 años y más,390,157,233,2005
Morelos,No especificado,63390,31684,31706,2005
Nayarit,0 a 4 años,92384,46895,45489,2005
Nayarit,5 a 9 años,96834,49627,47207,2005
Nayarit,10 a 14 años,103122,52426,50696,2005
Nayarit,15 a 19 años,97519,48922,48597,2005
Nayarit,20 a 24 años,79031,37566,41465,2005
Nayarit,25 a 29 años,69847,33028,36819,2005
Nayarit,30 a 34 años,69251,33146,36105,2005
Nayarit,35 a 39 años,62553,30053,32500,2005
Nayarit,40 a 44 años,54176,26110,28066,2005
Nayarit,45 a 49 años,47294,22809,24485,2005
Nayarit,50 a 54 años,39727,19578,20149,2005
Nayarit,55 a 59 años,31623,15747,15876,2005
Nayarit,60 a 64 años,27893,13971,13922,2005
Nayarit,65 a 69 años,21551,10898,10653,2005
Nayarit,70 a 74 años,15830,8126,7704,2005
Nayarit,75 a 79 años,11271,5622,5649,2005
Nayarit,80 a 84 años,7228,3538,3690,2005
Nayarit,85 a 89 años,4184,1991,2193,2005
Nayarit,90 a 94 años,1694,790,904,2005
Nayarit,95 a 99 años,788,378,410,2005
Nayarit,100 años y más,222,109,113,2005
Nayarit,No especificado,15662,7874,7788,2005
Nuevo León,0 a 4 años,396832,202457,194375,2005
Nuevo León,5 a 9 años,403641,205432,198209,2005
Nuevo León,10 a 14 años,381498,193885,187613,2005
Nuevo León,15 a 19 años,372986,187600,185386,2005
Nuevo León,20 a 24 años,381072,191558,189514,2005
Nuevo León,25 a 29 años,364392,181145,183247,2005
Nuevo León,30 a 34 años,368549,183158,185391,2005
Nuevo León,35 a 39 años,322812,159879,162933,2005
Nuevo León,40 a 44 años,265277,131231,134046,2005
Nuevo León,45 a 49 años,218683,106900,111783,2005
Nuevo León,50 a 54 años,172436,83952,88484,2005
Nuevo León,55 a 59 años,134046,65124,68922,2005
Nuevo León,60 a 64 años,108646,52394,56252,2005
Nuevo León,65 a 69 años,83083,39917,43166,2005
Nuevo León,70 a 74 años,59373,27965,31408,2005
Nuevo León,75 a 79 años,40397,18477,21920,2005
Nuevo León,80 a 84 años,24628,10827,13801,2005
Nuevo León,85 a 89 años,11929,5007,6922,2005
Nuevo León,90 a 94 años,4738,1787,2951,2005
Nuevo León,95 a 99 años,1817,709,1108,2005
Nuevo León,100 años y más,376,143,233,2005
Nuevo León,No especificado,82081,41126,40955,2005
Oaxaca,0 a 4 años,357272,180883,176389,2005
Oaxaca,5 a 9 años,394779,199744,195035,2005
Oaxaca,10 a 14 años,443980,223625,220355,2005
Oaxaca,15 a 19 años,366868,178035,188833,2005
Oaxaca,20 a 24 años,281999,127254,154745,2005
Oaxaca,25 a 29 años,243386,108120,135266,2005
Oaxaca,30 a 34 años,230648,104049,126599,2005
Oaxaca,35 a 39 años,210256,95780,114476,2005
Oaxaca,40 a 44 años,185440,86072,99368,2005
Oaxaca,45 a 49 años,161350,74758,86592,2005
Oaxaca,50 a 54 años,136431,64181,72250,2005
Oaxaca,55 a 59 años,107316,50555,56761,2005
Oaxaca,60 a 64 años,102856,47633,55223,2005
Oaxaca,65 a 69 años,77317,35777,41540,2005
Oaxaca,70 a 74 años,61759,29226,32533,2005
Oaxaca,75 a 79 años,44826,21403,23423,2005
Oaxaca,80 a 84 años,29144,13547,15597,2005
Oaxaca,85 a 89 años,15726,7149,8577,2005
Oaxaca,90 a 94 años,5751,2498,3253,2005
Oaxaca,95 a 99 años,2870,1217,1653,2005
Oaxaca,100 años y más,992,365,627,2005
Oaxaca,No especificado,45855,22984,22871,2005
Puebla,0 a 4 años,579804,293977,285827,2005
Puebla,5 a 9 años,586108,297066,289042,2005
Puebla,10 a 14 años,624075,314797,309278,2005
Puebla,15 a 19 años,548971,268014,280957,2005
Puebla,20 a 24 años,474429,217540,256889,2005
Puebla,25 a 29 años,411939,187990,223949,2005
Puebla,30 a 34 años,384349,176534,207815,2005
Puebla,35 a 39 años,340799,156674,184125,2005
Puebla,40 a 44 años,283374,132012,151362,2005
Puebla,45 a 49 años,242420,112766,129654,2005
Puebla,50 a 54 años,197862,92385,105477,2005
Puebla,55 a 59 años,154041,71906,82135,2005
Puebla,60 a 64 años,133552,61586,71966,2005
Puebla,65 a 69 años,100862,46020,54842,2005
Puebla,70 a 74 años,78396,35821,42575,2005
Puebla,75 a 79 años,58514,26859,31655,2005
Puebla,80 a 84 años,36177,16005,20172,2005
Puebla,85 a 89 años,20730,8886,11844,2005
Puebla,90 a 94 años,7209,2908,4301,2005
Puebla,95 a 99 años,3919,1408,2511,2005
Puebla,100 años y más,1187,373,814,2005
Puebla,No especificado,114416,57137,57279,2005
Querétaro,0 a 4 años,162841,82781,80060,2005
Querétaro,5 a 9 años,168900,85804,83096,2005
Querétaro,10 a 14 años,178589,89895,88694,2005
Querétaro,15 a 19 años,162541,79047,83494,2005
Querétaro,20 a 24 años,146713,68013,78700,2005
Querétaro,25 a 29 años,130500,60021,70479,2005
Querétaro,30 a 34 años,126438,59116,67322,2005
Querétaro,35 a 39 años,109689,51435,58254,2005
Querétaro,40 a 44 años,91576,43747,47829,2005
Querétaro,45 a 49 años,73238,35138,38100,2005
Querétaro,50 a 54 años,57129,27531,29598,2005
Querétaro,55 a 59 años,40621,19600,21021,2005
Querétaro,60 a 64 años,33692,15806,17886,2005
Querétaro,65 a 69 años,24520,11554,12966,2005
Querétaro,70 a 74 años,18292,8548,9744,2005
Querétaro,75 a 79 años,13166,6057,7109,2005
Querétaro,80 a 84 años,8367,3739,4628,2005
Querétaro,85 a 89 años,4475,1851,2624,2005
Querétaro,90 a 94 años,1700,641,1059,2005
Querétaro,95 a 99 años,840,315,525,2005
Querétaro,100 años y más,184,65,119,2005
Querétaro,No especificado,44128,22055,22073,2005
Quintana Roo,0 a 4 años,107380,54437,52943,2005
Quintana Roo,5 a 9 años,106802,54551,52251,2005
Quintana Roo,10 a 14 años,106745,54091,52654,2005
Quintana Roo,15 a 19 años,102042,51828,50214,2005
Quintana Roo,20 a 24 años,103377,52041,51336,2005
Quintana Roo,25 a 29 años,97203,48401,48802,2005
Quintana Roo,30 a 34 años,93113,46621,46492,2005
Quintana Roo,35 a 39 años,78570,39966,38604,2005
Quintana Roo,40 a 44 años,59687,30565,29122,2005
Quintana Roo,45 a 49 años,43595,22306,21289,2005
Quintana Roo,50 a 54 años,32692,16898,15794,2005
Quintana Roo,55 a 59 años,23000,11898,11102,2005
Quintana Roo,60 a 64 años,16414,8388,8026,2005
Quintana Roo,65 a 69 años,10845,5559,5286,2005
Quintana Roo,70 a 74 años,7226,3713,3513,2005
Quintana Roo,75 a 79 años,4657,2454,2203,2005
Quintana Roo,80 a 84 años,2770,1457,1313,2005
Quintana Roo,85 a 89 años,1499,754,745,2005
Quintana Roo,90 a 94 años,477,248,229,2005
Quintana Roo,95 a 99 años,205,112,93,2005
Quintana Roo,100 años y más,70,46,24,2005
Quintana Roo,No especificado,136940,68503,68437,2005
San Luis Potosí,0 a 4 años,253580,128094,125486,2005
San Luis Potosí,5 a 9 años,266312,135091,131221,2005
San Luis Potosí,10 a 14 años,285397,144282,141115,2005
San Luis Potosí,15 a 19 años,247158,121587,125571,2005
San Luis Potosí,20 a 24 años,198562,91177,107385,2005
San Luis Potosí,25 a 29 años,173849,79474,94375,2005
San Luis Potosí,30 a 34 años,171383,79159,92224,2005
San Luis Potosí,35 a 39 años,155867,72725,83142,2005
San Luis Potosí,40 a 44 años,134538,63383,71155,2005
San Luis Potosí,45 a 49 años,113281,53881,59400,2005
San Luis Potosí,50 a 54 años,92388,44537,47851,2005
San Luis Potosí,55 a 59 años,73276,35625,37651,2005
San Luis Potosí,60 a 64 años,65308,31164,34144,2005
San Luis Potosí,65 a 69 años,51272,24723,26549,2005
San Luis Potosí,70 a 74 años,40409,19645,20764,2005
San Luis Potosí,75 a 79 años,29792,14795,14997,2005
San Luis Potosí,80 a 84 años,19149,9277,9872,2005
San Luis Potosí,85 a 89 años,9094,4254,4840,2005
San Luis Potosí,90 a 94 años,3817,1670,2147,2005
San Luis Potosí,95 a 99 años,1978,831,1147,2005
San Luis Potosí,100 años y más,515,187,328,2005
San Luis Potosí,No especificado,23489,11747,11742,2005
Sinaloa,0 a 4 años,244907,124872,120035,2005
Sinaloa,5 a 9 años,262539,133821,128718,2005
Sinaloa,10 a 14 años,275179,139909,135270,2005
Sinaloa,15 a 19 años,256624,129543,127081,2005
Sinaloa,20 a 24 años,220179,108293,111886,2005
Sinaloa,25 a 29 años,196928,95435,101493,2005
Sinaloa,30 a 34 años,197089,95801,101288,2005
Sinaloa,35 a 39 años,177043,85905,91138,2005
Sinaloa,40 a 44 años,154173,74352,79821,2005
Sinaloa,45 a 49 años,130129,62475,67654,2005
Sinaloa,50 a 54 años,107972,52869,55103,2005
Sinaloa,55 a 59 años,84875,42299,42576,2005
Sinaloa,60 a 64 años,71711,36009,35702,2005
Sinaloa,65 a 69 años,53783,26831,26952,2005
Sinaloa,70 a 74 años,38183,19176,19007,2005
Sinaloa,75 a 79 años,26535,13077,13458,2005
Sinaloa,80 a 84 años,16422,7701,8721,2005
Sinaloa,85 a 89 años,9116,4071,5045,2005
Sinaloa,90 a 94 años,3405,1468,1937,2005
Sinaloa,95 a 99 años,1432,592,840,2005
Sinaloa,100 años y más,411,163,248,2005
Sinaloa,No especificado,79807,39955,39852,2005
Sonora,0 a 4 años,234936,119774,115162,2005
Sonora,5 a 9 años,243250,124307,118943,2005
Sonora,10 a 14 años,240901,122616,118285,2005
Sonora,15 a 19 años,221592,112152,109440,2005
Sonora,20 a 24 años,201924,100958,100966,2005
Sonora,25 a 29 años,190619,94060,96559,2005
Sonora,30 a 34 años,191733,95041,96692,2005
Sonora,35 a 39 años,171077,84559,86518,2005
Sonora,40 a 44 años,147464,72883,74581,2005
Sonora,45 a 49 años,125538,61981,63557,2005
Sonora,50 a 54 años,99848,49577,50271,2005
Sonora,55 a 59 años,74804,37298,37506,2005
Sonora,60 a 64 años,61504,30129,31375,2005
Sonora,65 a 69 años,48362,23795,24567,2005
Sonora,70 a 74 años,33784,16664,17120,2005
Sonora,75 a 79 años,23631,11487,12144,2005
Sonora,80 a 84 años,13538,6420,7118,2005
Sonora,85 a 89 años,6965,3022,3943,2005
Sonora,90 a 94 años,2323,920,1403,2005
Sonora,95 a 99 años,902,350,552,2005
Sonora,100 años y más,214,87,127,2005
Sonora,No especificado,59952,30074,29878,2005
Tabasco,0 a 4 años,204327,103987,100340,2005
Tabasco,5 a 9 años,208905,105980,102925,2005
Tabasco,10 a 14 años,222167,112052,110115,2005
Tabasco,15 a 19 años,210055,103853,106202,2005
Tabasco,20 a 24 años,188484,88521,99963,2005
Tabasco,25 a 29 años,166827,77246,89581,2005
Tabasco,30 a 34 años,152970,71854,81116,2005
